dataset,query_id,policy,batch,complete20,last_k,last_cost,terminal_accesses,unresolved_accesses,max_gap,max_gap_rank,max_share,k_at25,k_at50,k_at75
msmarco-passage-trec-dl-2019,1112341,dibud,1,1,20,1119.0,7958,6839.0,296.0,20,0.2645218945487042,12.0,16.0,19.0
msmarco-passage-trec-dl-2019,1112341,dibud,64,1,20,1152.0,8008,6856.0,256.0,20,0.2222222222222222,10.0,16.0,18.0
msmarco-passage-trec-dl-2019,1113437,balanced,1,1,20,2115.0,10000,7885.0,440.0,17,0.20803782505910165,11.0,13.0,15.0
msmarco-passage-trec-dl-2019,1113437,balanced,64,1,20,2112.0,10000,7888.0,512.0,14,0.24242424242424243,11.0,13.0,15.0
msmarco-passage-trec-dl-2019,1113437,dibud,1,1,20,1746.0,9154,7408.0,422.0,14,0.24169530355097366,9.0,13.0,14.0
msmarco-passage-trec-dl-2019,1113437,dibud,64,1,20,1792.0,9160,7368.0,512.0,14,0.2857142857142857,9.0,13.0,14.0
msmarco-passage-trec-dl-2019,1114646,balanced,1,1,20,203.0,10000,9797.0,27.0,10,0.1330049261083744,4.0,10.0,14.0
msmarco-passage-trec-dl-2019,1114646,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,12.0,14.0
msmarco-passage-trec-dl-2019,1114646,dibud,1,1,20,186.0,5972,5786.0,26.0,1,0.13978494623655913,4.0,10.0,14.0
msmarco-passage-trec-dl-2019,1114646,dibud,64,1,20,256.0,6024,5768.0,128.0,1,0.5,0.0,12.0,14.0
msmarco-passage-trec-dl-2019,1114819,balanced,1,1,20,184.0,2087,1903.0,28.0,1,0.15217391304347827,2.0,8.0,14.0
msmarco-passage-trec-dl-2019,1114819,balanced,64,1,20,256.0,2112,1856.0,128.0,1,0.5,0.0,11.0,11.0
msmarco-passage-trec-dl-2019,1114819,dibud,1,1,20,184.0,1318,1134.0,28.0,1,0.15217391304347827,2.0,8.0,14.0
msmarco-passage-trec-dl-2019,1114819,dibud,64,1,20,256.0,1408,1152.0,128.0,1,0.5,0.0,11.0,11.0
msmarco-passage-trec-dl-2019,1115776,balanced,1,1,20,395.0,10000,9605.0,122.0,18,0.30886075949367087,14.0,17.0,18.0
msmarco-passage-trec-dl-2019,1115776,balanced,64,1,20,448.0,10000,9552.0,128.0,1,0.2857142857142857,0.0,17.0,19.0
msmarco-passage-trec-dl-2019,1115776,dibud,1,1,20,344.0,8347,8003.0,107.0,18,0.311046511627907,14.0,17.0,18.0
msmarco-passage-trec-dl-2019,1115776,dibud,64,1,20,448.0,8392,7944.0,128.0,1,0.2857142857142857,0.0,17.0,19.0
msmarco-passage-trec-dl-2019,1117099,balanced,1,1,20,192.0,10000,9808.0,34.0,10,0.17708333333333334,5.0,9.0,13.0
msmarco-passage-trec-dl-2019,1117099,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,12.0,12.0
msmarco-passage-trec-dl-2019,1117099,dibud,1,1,20,192.0,5259,5067.0,34.0,10,0.17708333333333334,5.0,9.0,13.0
msmarco-passage-trec-dl-2019,1117099,dibud,64,1,20,256.0,5320,5064.0,128.0,1,0.5,0.0,12.0,12.0
msmarco-passage-trec-dl-2019,1121402,balanced,1,1,20,117.0,10000,9883.0,18.0,18,0.15384615384615385,3.0,8.0,17.0
msmarco-passage-trec-dl-2019,1121402,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,1121402,dibud,1,1,20,115.0,9601,9486.0,18.0,18,0.1565217391304348,3.0,8.0,17.0
msmarco-passage-trec-dl-2019,1121402,dibud,64,1,20,128.0,9608,9480.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,1121709,balanced,1,0,11,7451.0,10000,2549.0,5210.0,9,,,,
msmarco-passage-trec-dl-2019,1121709,balanced,64,0,11,7488.0,10000,2512.0,5248.0,9,,,,
msmarco-passage-trec-dl-2019,1121709,dibud,1,0,11,6735.0,8009,1274.0,2753.0,9,,,,
msmarco-passage-trec-dl-2019,1121709,dibud,64,0,11,6848.0,8072,1224.0,2752.0,9,,,,
msmarco-passage-trec-dl-2019,1124210,balanced,1,0,7,9540.0,10000,460.0,7688.0,7,,,,
msmarco-passage-trec-dl-2019,1124210,balanced,64,0,7,9600.0,10000,400.0,7680.0,7,,,,
msmarco-passage-trec-dl-2019,1124210,dibud,1,0,7,9540.0,9770,230.0,7688.0,7,,,,
msmarco-passage-trec-dl-2019,1124210,dibud,64,0,7,9600.0,9800,200.0,7680.0,7,,,,
msmarco-passage-trec-dl-2019,1129237,balanced,1,1,20,466.0,10000,9534.0,126.0,20,0.2703862660944206,10.0,15.0,19.0
msmarco-passage-trec-dl-2019,1129237,balanced,64,1,20,512.0,10000,9488.0,128.0,1,0.25,10.0,16.0,19.0
msmarco-passage-trec-dl-2019,1129237,dibud,1,1,20,378.0,8706,8328.0,96.0,20,0.25396825396825395,10.0,14.0,19.0
msmarco-passage-trec-dl-2019,1129237,dibud,64,1,20,448.0,8712,8264.0,128.0,1,0.2857142857142857,0.0,14.0,19.0
msmarco-passage-trec-dl-2019,1133167,balanced,1,1,20,371.0,7171,6800.0,134.0,7,0.3611859838274933,6.0,6.0,12.0
msmarco-passage-trec-dl-2019,1133167,balanced,64,1,20,384.0,7232,6848.0,128.0,1,0.3333333333333333,0.0,6.0,11.0
msmarco-passage-trec-dl-2019,1133167,dibud,1,1,20,358.0,4757,4399.0,125.0,7,0.34916201117318435,6.0,6.0,14.0
msmarco-passage-trec-dl-2019,1133167,dibud,64,1,20,384.0,4864,4480.0,128.0,1,0.3333333333333333,0.0,6.0,11.0
msmarco-passage-trec-dl-2019,130510,balanced,1,1,20,111.0,10000,9889.0,15.0,14,0.13513513513513514,5.0,10.0,14.0
msmarco-passage-trec-dl-2019,130510,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,130510,dibud,1,1,20,103.0,5433,5330.0,13.0,1,0.1262135922330097,5.0,10.0,14.0
msmarco-passage-trec-dl-2019,130510,dibud,64,1,20,128.0,5448,5320.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,131843,balanced,1,0,11,9858.0,10000,142.0,9476.0,11,,,,
msmarco-passage-trec-dl-2019,131843,balanced,64,0,11,9984.0,10000,16.0,9600.0,11,,,,
msmarco-passage-trec-dl-2019,131843,dibud,1,0,11,9858.0,10000,142.0,9476.0,11,,,,
msmarco-passage-trec-dl-2019,131843,dibud,64,0,11,9984.0,10000,16.0,9600.0,11,,,,
msmarco-passage-trec-dl-2019,146187,balanced,1,1,20,219.0,10000,9781.0,63.0,13,0.2876712328767123,12.0,16.0,17.0
msmarco-passage-trec-dl-2019,146187,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,16.0,16.0
msmarco-passage-trec-dl-2019,146187,dibud,1,1,20,214.0,5532,5318.0,60.0,13,0.2803738317757009,12.0,16.0,17.0
msmarco-passage-trec-dl-2019,146187,dibud,64,1,20,256.0,5576,5320.0,128.0,1,0.5,0.0,16.0,16.0
msmarco-passage-trec-dl-2019,148538,balanced,1,1,20,215.0,5981,5766.0,40.0,10,0.18604651162790697,5.0,9.0,13.0
msmarco-passage-trec-dl-2019,148538,balanced,64,1,20,256.0,5952,5696.0,128.0,1,0.5,0.0,9.0,13.0
msmarco-passage-trec-dl-2019,148538,dibud,1,1,20,197.0,4708,4511.0,35.0,10,0.17766497461928935,5.0,9.0,13.0
msmarco-passage-trec-dl-2019,148538,dibud,64,1,20,256.0,4736,4480.0,128.0,1,0.5,0.0,9.0,13.0
msmarco-passage-trec-dl-2019,156493,balanced,1,1,20,200.0,1597,1397.0,80.0,19,0.4,5.0,15.0,18.0
msmarco-passage-trec-dl-2019,156493,balanced,64,1,20,256.0,1600,1344.0,128.0,1,0.5,0.0,18.0,18.0
msmarco-passage-trec-dl-2019,156493,dibud,1,1,20,178.0,1223,1045.0,66.0,19,0.3707865168539326,4.0,15.0,18.0
msmarco-passage-trec-dl-2019,156493,dibud,64,1,20,256.0,1280,1024.0,128.0,1,0.5,0.0,18.0,18.0
msmarco-passage-trec-dl-2019,168216,balanced,1,1,20,190.0,699,509.0,32.0,3,0.16842105263157894,3.0,7.0,12.0
msmarco-passage-trec-dl-2019,168216,balanced,64,1,20,256.0,704,448.0,128.0,1,0.5,0.0,9.0,9.0
msmarco-passage-trec-dl-2019,168216,dibud,1,1,20,175.0,605,430.0,32.0,3,0.18285714285714286,3.0,7.0,9.0
msmarco-passage-trec-dl-2019,168216,dibud,64,1,20,256.0,640,384.0,128.0,1,0.5,0.0,9.0,9.0
msmarco-passage-trec-dl-2019,182539,balanced,1,1,20,94.0,10000,9906.0,14.0,2,0.14893617021276595,3.0,9.0,12.0
msmarco-passage-trec-dl-2019,182539,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,182539,dibud,1,1,20,89.0,5469,5380.0,14.0,2,0.15730337078651685,3.0,11.0,14.0
msmarco-passage-trec-dl-2019,182539,dibud,64,1,20,128.0,5512,5384.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,183378,balanced,1,1,20,243.0,10000,9757.0,36.0,1,0.14814814814814814,1.0,10.0,13.0
msmarco-passage-trec-dl-2019,183378,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,10.0,13.0
msmarco-passage-trec-dl-2019,183378,dibud,1,1,20,222.0,9326,9104.0,36.0,1,0.16216216216216217,1.0,10.0,14.0
msmarco-passage-trec-dl-2019,183378,dibud,64,1,20,256.0,9352,9096.0,128.0,1,0.5,0.0,10.0,13.0
msmarco-passage-trec-dl-2019,19335,balanced,1,1,20,1688.0,10000,8312.0,586.0,20,0.3471563981042654,13.0,18.0,19.0
msmarco-passage-trec-dl-2019,19335,balanced,64,1,20,1792.0,10000,8208.0,640.0,20,0.35714285714285715,12.0,18.0,19.0
msmarco-passage-trec-dl-2019,19335,dibud,1,1,20,1523.0,6195,4672.0,501.0,20,0.32895600787918583,12.0,18.0,19.0
msmarco-passage-trec-dl-2019,19335,dibud,64,1,20,1600.0,6216,4616.0,512.0,20,0.32,12.0,18.0,19.0
msmarco-passage-trec-dl-2019,207786,balanced,1,1,20,368.0,10000,9632.0,74.0,19,0.20108695652173914,10.0,14.0,18.0
msmarco-passage-trec-dl-2019,207786,balanced,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0.0,11.0,18.0
msmarco-passage-trec-dl-2019,207786,dibud,1,1,20,311.0,10000,9689.0,61.0,19,0.19614147909967847,10.0,14.0,18.0
msmarco-passage-trec-dl-2019,207786,dibud,64,1,20,320.0,10000,9680.0,128.0,1,0.4,0.0,11.0,14.0
msmarco-passage-trec-dl-2019,264014,balanced,1,1,20,249.0,10000,9751.0,56.0,3,0.2248995983935743,2.0,7.0,11.0
msmarco-passage-trec-dl-2019,264014,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,9.0,9.0
msmarco-passage-trec-dl-2019,264014,dibud,1,1,20,226.0,6625,6399.0,56.0,3,0.24778761061946902,2.0,7.0,11.0
msmarco-passage-trec-dl-2019,264014,dibud,64,1,20,256.0,6664,6408.0,128.0,1,0.5,0.0,9.0,9.0
msmarco-passage-trec-dl-2019,359349,balanced,1,1,20,98.0,1849,1751.0,30.0,18,0.30612244897959184,8.0,17.0,17.0
msmarco-passage-trec-dl-2019,359349,balanced,64,1,20,128.0,1856,1728.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,359349,dibud,1,1,20,98.0,1698,1600.0,26.0,18,0.2653061224489796,8.0,17.0,18.0
msmarco-passage-trec-dl-2019,359349,dibud,64,1,20,128.0,1792,1664.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2019,405717,balanced,1,1,20,157.0,2485,2328.0,34.0,17,0.21656050955414013,7.0,9.0,16.0
msmarco-passage-trec-dl-2019,405717,balanced,64,1,20,192.0,2496,2304.0,128.0,1,0.6666666666666666,0.0,0.0,16.0
msmarco-passage-trec-dl-2019,405717,dibud,1,1,20,136.0,1823,1687.0,29.0,17,0.21323529411764705,7.0,11.0,16.0
msmarco-passage-trec-dl-2019,405717,dibud,64,1,20,192.0,1920,1728.0,128.0,1,0.6666666666666666,0.0,0.0,16.0
msmarco-passage-trec-dl-2019,443396,balanced,1,0,15,8214.0,10000,1786.0,4532.0,14,,,,
msmarco-passage-trec-dl-2019,443396,balanced,64,0,15,8320.0,10000,1680.0,4608.0,14,,,,
msmarco-passage-trec-dl-2019,443396,dibud,1,0,15,8214.0,9107,893.0,4965.0,14,,,,
msmarco-passage-trec-dl-2019,443396,dibud,64,0,15,8320.0,9160,840.0,5056.0,14,,,,
msmarco-passage-trec-dl-2019,451602,balanced,1,1,20,341.0,10000,9659.0,62.0,20,0.18181818181818182,6.0,12.0,16.0
msmarco-passage-trec-dl-2019,451602,balanced,64,1,20,320.0,10000,9680.0,128.0,1,0.4,0.0,8.0,12.0
msmarco-passage-trec-dl-2019,451602,dibud,1,1,20,297.0,6454,6157.0,51.0,20,0.1717171717171717,5.0,12.0,15.0
msmarco-passage-trec-dl-2019,451602,dibud,64,1,20,320.0,6472,6152.0,128.0,1,0.4,0.0,8.0,12.0
msmarco-passage-trec-dl-2019,47923,balanced,1,1,20,151.0,8793,8642.0,21.0,12,0.1390728476821192,7.0,11.0,17.0
msmarco-passage-trec-dl-2019,47923,balanced,64,1,20,256.0,8768,8512.0,128.0,1,0.5,0.0,18.0,19.0
msmarco-passage-trec-dl-2019,47923,dibud,1,1,20,141.0,5276,5135.0,26.0,12,0.18439716312056736,7.0,11.0,16.0
msmarco-passage-trec-dl-2019,47923,dibud,64,1,20,256.0,5312,5056.0,128.0,1,0.5,0.0,18.0,19.0
msmarco-passage-trec-dl-2019,489204,balanced,1,1,20,834.0,10000,9166.0,210.0,11,0.2517985611510791,6.0,10.0,13.0
msmarco-passage-trec-dl-2019,489204,balanced,64,1,20,896.0,10000,9104.0,256.0,11,0.2857142857142857,4.0,10.0,15.0
msmarco-passage-trec-dl-2019,489204,dibud,1,1,20,703.0,6333,5630.0,184.0,11,0.26173541963015645,6.0,10.0,11.0
msmarco-passage-trec-dl-2019,489204,dibud,64,1,20,768.0,6344,5576.0,192.0,11,0.25,4.0,10.0,15.0
msmarco-passage-trec-dl-2019,490595,balanced,1,1,20,136.0,1269,1133.0,21.0,7,0.15441176470588236,4.0,6.0,13.0
msmarco-passage-trec-dl-2019,490595,balanced,64,1,20,256.0,1216,960.0,128.0,1,0.5,0.0,17.0,17.0
msmarco-passage-trec-dl-2019,490595,dibud,1,1,20,116.0,1003,887.0,22.0,7,0.1896551724137931,4.0,6.0,8.0
msmarco-passage-trec-dl-2019,490595,dibud,64,1,20,192.0,1024,832.0,128.0,1,0.6666666666666666,0.0,0.0,17.0
msmarco-passage-trec-dl-2019,527433,balanced,1,1,20,2000.0,10000,8000.0,618.0,20,0.309,14.0,15.0,19.0
msmarco-passage-trec-dl-2019,527433,balanced,64,1,20,2048.0,10000,7952.0,640.0,20,0.3125,14.0,15.0,19.0
msmarco-passage-trec-dl-2019,527433,dibud,1,1,20,1368.0,7722,6354.0,332.0,16,0.24269005847953215,13.0,15.0,18.0
msmarco-passage-trec-dl-2019,527433,dibud,64,1,20,1408.0,7752,6344.0,384.0,16,0.2727272727272727,13.0,15.0,18.0
msmarco-passage-trec-dl-2019,573724,balanced,1,1,20,158.0,10000,9842.0,28.0,19,0.17721518987341772,4.0,8.0,15.0
msmarco-passage-trec-dl-2019,573724,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,18.0,18.0
msmarco-passage-trec-dl-2019,573724,dibud,1,1,20,152.0,5406,5254.0,28.0,19,0.18421052631578946,4.0,8.0,15.0
msmarco-passage-trec-dl-2019,573724,dibud,64,1,20,256.0,5448,5192.0,128.0,1,0.5,0.0,18.0,18.0
msmarco-passage-trec-dl-2019,833860,balanced,1,1,20,923.0,10000,9077.0,202.0,18,0.218851570964247,11.0,13.0,17.0
msmarco-passage-trec-dl-2019,833860,balanced,64,1,20,1024.0,10000,8976.0,256.0,14,0.25,11.0,13.0,17.0
msmarco-passage-trec-dl-2019,833860,dibud,1,1,20,916.0,7483,6567.0,202.0,18,0.2205240174672489,11.0,13.0,17.0
msmarco-passage-trec-dl-2019,833860,dibud,64,1,20,1024.0,7496,6472.0,256.0,18,0.25,11.0,13.0,17.0
msmarco-passage-trec-dl-2019,855410,balanced,1,0,6,8202.0,10000,1798.0,8187.0,6,,,,
msmarco-passage-trec-dl-2019,855410,balanced,64,0,6,8320.0,10000,1680.0,8192.0,6,,,,
msmarco-passage-trec-dl-2019,855410,dibud,1,0,6,8202.0,9101,899.0,8185.0,6,,,,
msmarco-passage-trec-dl-2019,855410,dibud,64,0,6,8320.0,9160,840.0,8192.0,6,,,,
msmarco-passage-trec-dl-2019,87181,balanced,1,1,20,174.0,9037,8863.0,34.0,6,0.19540229885057472,5.0,6.0,11.0
msmarco-passage-trec-dl-2019,87181,balanced,64,1,20,256.0,9024,8768.0,128.0,1,0.5,0.0,10.0,10.0
msmarco-passage-trec-dl-2019,87181,dibud,1,1,20,173.0,8488,8315.0,34.0,6,0.19653179190751446,5.0,6.0,10.0
msmarco-passage-trec-dl-2019,87181,dibud,64,1,20,256.0,8576,8320.0,128.0,1,0.5,0.0,10.0,10.0
msmarco-passage-trec-dl-2019,87452,balanced,1,1,20,171.0,10000,9829.0,24.0,15,0.14035087719298245,7.0,11.0,14.0
msmarco-passage-trec-dl-2019,87452,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,14.0,14.0
msmarco-passage-trec-dl-2019,87452,dibud,1,1,20,158.0,5791,5633.0,22.0,12,0.13924050632911392,6.0,11.0,14.0
msmarco-passage-trec-dl-2019,87452,dibud,64,1,20,256.0,5832,5576.0,128.0,1,0.5,0.0,14.0,14.0
msmarco-passage-trec-dl-2019,915593,balanced,1,1,20,206.0,891,685.0,32.0,17,0.1553398058252427,5.0,9.0,13.0
msmarco-passage-trec-dl-2019,915593,balanced,64,1,20,256.0,832,576.0,128.0,1,0.5,0.0,9.0,9.0
msmarco-passage-trec-dl-2019,915593,dibud,1,1,20,199.0,720,521.0,29.0,10,0.1457286432160804,5.0,9.0,13.0
msmarco-passage-trec-dl-2019,915593,dibud,64,1,20,256.0,768,512.0,128.0,1,0.5,0.0,9.0,13.0
msmarco-passage-trec-dl-2019,962179,balanced,1,1,20,1485.0,10000,8515.0,414.0,19,0.2787878787878788,10.0,16.0,18.0
msmarco-passage-trec-dl-2019,962179,balanced,64,1,20,1472.0,10000,8528.0,384.0,19,0.2608695652173913,10.0,16.0,18.0
msmarco-passage-trec-dl-2019,962179,dibud,1,1,20,1079.0,5374,4295.0,271.0,19,0.2511584800741427,10.0,15.0,18.0
msmarco-passage-trec-dl-2019,962179,dibud,64,1,20,1152.0,5384,4232.0,256.0,19,0.2222222222222222,7.0,15.0,18.0
msmarco-passage-trec-dl-2020,1030303,balanced,1,1,20,235.0,10000,9765.0,40.0,10,0.1702127659574468,9.0,13.0,16.0
msmarco-passage-trec-dl-2020,1030303,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,14.0,15.0
msmarco-passage-trec-dl-2020,1030303,dibud,1,1,20,212.0,7453,7241.0,36.0,10,0.16981132075471697,9.0,12.0,16.0
msmarco-passage-trec-dl-2020,1030303,dibud,64,1,20,256.0,7496,7240.0,128.0,1,0.5,0.0,14.0,15.0
msmarco-passage-trec-dl-2020,1037496,balanced,1,1,20,110.0,10000,9890.0,29.0,2,0.2636363636363636,1.0,3.0,11.0
msmarco-passage-trec-dl-2020,1037496,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2020,1037496,dibud,1,1,20,110.0,6005,5895.0,25.0,2,0.22727272727272727,1.0,5.0,11.0
msmarco-passage-trec-dl-2020,1037496,dibud,64,1,20,128.0,6024,5896.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2020,1043135,balanced,1,1,20,189.0,10000,9811.0,30.0,17,0.15873015873015872,7.0,13.0,16.0
msmarco-passage-trec-dl-2020,1043135,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0.0,16.0,16.0
msmarco-passage-trec-dl-2020,1043135,dibud,1,1,20,185.0,5257,5072.0,29.0,17,0.15675675675675677,7.0,13.0,16.0
msmarco-passage-trec-dl-2020,1043135,dibud,64,1,20,256.0,5320,5064.0,128.0,1,0.5,0.0,16.0,16.0
msmarco-passage-trec-dl-2020,1051399,balanced,1,1,20,8141.0,10000,1859.0,2630.0,20,0.32305613560987595,14.0,15.0,19.0
msmarco-passage-trec-dl-2020,1051399,balanced,64,1,20,8128.0,10000,1872.0,2560.0,20,0.31496062992125984,14.0,15.0,19.0
msmarco-passage-trec-dl-2020,1051399,dibud,1,1,20,5097.0,9289,4192.0,1544.0,20,0.30292328820875025,14.0,15.0,19.0
msmarco-passage-trec-dl-2020,1051399,dibud,64,1,20,5184.0,9352,4168.0,1536.0,20,0.2962962962962963,14.0,15.0,19.0
msmarco-passage-trec-dl-2020,1064670,balanced,1,1,20,9482.0,10000,518.0,6024.0,20,0.6353090065387049,16.0,19.0,19.0
msmarco-passage-trec-dl-2020,1064670,balanced,64,1,20,9600.0,10000,400.0,6016.0,20,0.6266666666666667,16.0,19.0,19.0
msmarco-passage-trec-dl-2020,1064670,dibud,1,1,20,6211.0,9325,3114.0,3546.0,20,0.5709225567541458,15.0,19.0,19.0
msmarco-passage-trec-dl-2020,1064670,dibud,64,1,20,6272.0,9352,3080.0,3520.0,20,0.5612244897959183,15.0,19.0,19.0
msmarco-passage-trec-dl-2020,1071750,balanced,1,1,20,89.0,6105,6016.0,16.0,7,0.1797752808988764,6.0,8.0,11.0
msmarco-passage-trec-dl-2020,1071750,balanced,64,1,20,128.0,6080,5952.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2020,1071750,dibud,1,1,20,89.0,4847,4758.0,16.0,12,0.1797752808988764,6.0,8.0,11.0
msmarco-passage-trec-dl-2020,1071750,dibud,64,1,20,128.0,4928,4800.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2020,1105792,balanced,1,0,15,9822.0,10000,178.0,5182.0,15,,,,
msmarco-passage-trec-dl-2020,1105792,balanced,64,0,15,9856.0,10000,144.0,5120.0,15,,,,
msmarco-passage-trec-dl-2020,1105792,dibud,1,0,15,7372.0,9911,2539.0,3887.0,15,,,,
msmarco-passage-trec-dl-2020,1105792,dibud,64,0,15,7424.0,9928,2504.0,3840.0,15,,,,
msmarco-passage-trec-dl-2020,1106979,balanced,1,1,20,79.0,10000,9921.0,16.0,18,0.20253164556962025,5.0,14.0,17.0
msmarco-passage-trec-dl-2020,1106979,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2020,1106979,dibud,1,1,20,78.0,8341,8263.0,16.0,18,0.20512820512820512,5.0,14.0,17.0
msmarco-passage-trec-dl-2020,1106979,dibud,64,1,20,128.0,8392,8264.0,128.0,1,1.0,0.0,0.0,0.0
msmarco-passage-trec-dl-2020,1108651,balanced,1,1,20,1823.0,10000,8177.0,238.0,20,0.13055403181568842,9.0,14.0,17.0
msmarco-passage-trec-dl-2020,1108651,balanced,64,1,20,1856.0,10000,8144.0,256.0,15,0.13793103448275862,8.0,14.0,17.0
msmarco-passage-trec-dl-2020,1108651,dibud,1,1,20,1477.0,10000,8523.0,205.0,16,0.13879485443466485,8.0,13.0,15.0
msmarco-passage-trec-dl-2020,1108651,dibud,64,1,20,1536.0,10000,8464.0,256.0,15,0.16666666666666666,8.0,13.0,15.0
msmarco-passage-trec-dl-2020,1109707,balanced,1,1,20,480.0,10000,9520.0,122.0,4,0.25416666666666665,3.0,6.0,10.0
msmarco-passage-trec-dl-2020,1109707,balanced,64,1,20,512.0,10000,9488.0,128.0,1,0.25,3.0,6.0,12.0
msmarco-passage-trec-dl-2020,1109707,dibud,1,1,20,454.0,6931,6477.0,118.0,4,0.2599118942731278,3.0,6.0,10.0
