dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
scifact,512,fixed_topL_zero,20,0.7441578091215506,0.7441578091215506,0.9085555555555556
scifact,512,fixed_topL_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,1024,balanced_cert,20,0.7441578091215506,0.7441578091215506,0.9052222222222223
scifact,1024,balanced_cert,100,0.7441578091215506,0.7441578091215506,0.9283333333333333
scifact,1024,balanced_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,1024,balanced_zero,100,0.7441578091215506,0.7441578091215506,0.965
scifact,1024,blocker_cert,20,0.7441578091215506,0.7441578091215506,0.9085555555555556
scifact,1024,blocker_cert,100,0.7441578091215506,0.7441578091215506,0.9316666666666666
scifact,1024,blocker_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,1024,blocker_zero,100,0.7441578091215506,0.7441578091215506,0.965
scifact,1024,fixed_topL_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,1024,fixed_topL_zero,100,0.7441578091215506,0.7441578091215506,0.965
scifact,2048,balanced_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,2048,balanced_cert,100,0.7441578091215506,0.7441578091215506,0.94
scifact,2048,balanced_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,2048,balanced_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,2048,blocker_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,2048,blocker_cert,100,0.7441578091215506,0.7441578091215506,0.9433333333333334
scifact,2048,blocker_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,2048,blocker_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,2048,fixed_topL_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,2048,fixed_topL_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,4096,balanced_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,4096,balanced_cert,100,0.7441578091215506,0.7441578091215506,0.9433333333333334
scifact,4096,balanced_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,4096,balanced_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,4096,blocker_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,4096,blocker_cert,100,0.7441578091215506,0.7441578091215506,0.945
scifact,4096,blocker_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,4096,blocker_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,4096,fixed_topL_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,4096,fixed_topL_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,8192,balanced_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,8192,balanced_cert,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,8192,balanced_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,8192,balanced_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,8192,blocker_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,8192,blocker_cert,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,8192,blocker_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,8192,blocker_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,8192,fixed_topL_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,8192,fixed_topL_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,10000,balanced_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,10000,balanced_cert,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,10000,balanced_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,10000,balanced_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,10000,blocker_cert,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,10000,blocker_cert,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,10000,blocker_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,10000,blocker_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
scifact,10000,fixed_topL_zero,20,0.7441578091215506,0.7441578091215506,0.9118888888888889
scifact,10000,fixed_topL_zero,100,0.7441578091215506,0.7441578091215506,0.9616666666666667
trec-covid,128,balanced_cert,20,0.5428836717475601,0.5315143842229644,0.014074773923848222
trec-covid,128,balanced_cert,100,0.5428836717475601,0.5315143842229644,0.014074773923848222
trec-covid,128,balanced_zero,20,0.7640480106470068,0.7427592058490856,0.03571083442079922
trec-covid,128,balanced_zero,100,0.7640480106470068,0.7427592058490856,0.1283582579781522
trec-covid,128,blocker_cert,20,0.5428836717475601,0.5315143842229644,0.014074773923848222
trec-covid,128,blocker_cert,100,0.5428836717475601,0.5315143842229644,0.014074773923848222
trec-covid,128,blocker_zero,20,0.7640480106470068,0.7427592058490856,0.03571083442079922
trec-covid,128,blocker_zero,100,0.7640480106470068,0.7427592058490856,0.1283582579781522
trec-covid,128,fixed_topL_zero,20,0.7640480106470068,0.7427592058490856,0.03571083442079922
trec-covid,128,fixed_topL_zero,100,0.7640480106470068,0.7427592058490856,0.1283582579781522
trec-covid,256,balanced_cert,20,0.6706617859326052,0.654985194396976,0.022187129781898605
trec-covid,256,balanced_cert,100,0.6706617859326052,0.654985194396976,0.022747639017717803
trec-covid,256,balanced_zero,20,0.800265951533305,0.7785432432003436,0.03867708480490196
trec-covid,256,balanced_zero,100,0.800265951533305,0.7785432432003436,0.13181382397085895
trec-covid,256,blocker_cert,20,0.6706617859326052,0.654985194396976,0.022187129781898605
trec-covid,256,blocker_cert,100,0.6706617859326052,0.654985194396976,0.022747639017717803
trec-covid,256,blocker_zero,20,0.800265951533305,0.7785432432003436,0.03867708480490196
trec-covid,256,blocker_zero,100,0.800265951533305,0.7785432432003436,0.13181382397085895
trec-covid,256,fixed_topL_zero,20,0.800265951533305,0.7785432432003436,0.03867708480490196
trec-covid,256,fixed_topL_zero,100,0.800265951533305,0.7785432432003436,0.13181382397085895
trec-covid,512,balanced_cert,20,0.7418377663399773,0.723246838743699,0.028036207106070125
trec-covid,512,balanced_cert,100,0.7418377663399773,0.723246838743699,0.03222090337078428
trec-covid,512,balanced_zero,20,0.8063640144464083,0.7844987180511233,0.03922042264504443
trec-covid,512,balanced_zero,100,0.8063640144464083,0.7844987180511233,0.13621183355059835
trec-covid,512,blocker_cert,20,0.7418377663399773,0.723246838743699,0.028067953137816154
trec-covid,512,blocker_cert,100,0.7418377663399773,0.723246838743699,0.03272541872119849
trec-covid,512,blocker_zero,20,0.8063640144464083,0.7844987180511233,0.03927302373414187
trec-covid,512,blocker_zero,100,0.8063640144464083,0.7844987180511233,0.13605532299286732
trec-covid,512,fixed_topL_zero,20,0.8063640144464083,0.7844987180511233,0.03922042264504443
trec-covid,512,fixed_topL_zero,100,0.8063640144464083,0.7844987180511233,0.13621183355059835
trec-covid,1024,balanced_cert,20,0.7752587547078679,0.7543257253903046,0.031960853764856904
trec-covid,1024,balanced_cert,100,0.7752587547078679,0.7543257253903046,0.04541751052448273
trec-covid,1024,balanced_zero,20,0.804714629059409,0.7824198866446882,0.03987414183607355
trec-covid,1024,balanced_zero,100,0.804714629059409,0.7824198866446882,0.13810275828750848
trec-covid,1024,blocker_cert,20,0.7752587547078679,0.7543257253903046,0.032269390787789606
trec-covid,1024,blocker_cert,100,0.7752587547078679,0.7543257253903046,0.04775634079751426
trec-covid,1024,blocker_zero,20,0.804714629059409,0.7824198866446882,0.03978481365840973
trec-covid,1024,blocker_zero,100,0.804714629059409,0.7824198866446882,0.13811280956613475
trec-covid,1024,fixed_topL_zero,20,0.804714629059409,0.7824198866446882,0.03987414183607355
trec-covid,1024,fixed_topL_zero,100,0.804714629059409,0.7824198866446882,0.13810275828750848
trec-covid,2048,balanced_cert,20,0.7805172951436493,0.759160127238093,0.03418523229215133
trec-covid,2048,balanced_cert,100,0.7805172951436493,0.759160127238093,0.05492832911878918
trec-covid,2048,balanced_zero,20,0.8027796710608861,0.7807057760576799,0.0398310646552175
trec-covid,2048,balanced_zero,100,0.8027796710608861,0.7807057760576799,0.13913098627209353
trec-covid,2048,blocker_cert,20,0.7825049218472809,0.76092690653021,0.03442392724880289
trec-covid,2048,blocker_cert,100,0.7825049218472809,0.76092690653021,0.059975259534384415
trec-covid,2048,blocker_zero,20,0.8026075684705338,0.7805248953498095,0.0398310646552175
trec-covid,2048,blocker_zero,100,0.8026075684705338,0.7805248953498095,0.13914172372116038
trec-covid,2048,fixed_topL_zero,20,0.8027796710608861,0.7807057760576799,0.0398310646552175
trec-covid,2048,fixed_topL_zero,100,0.8027796710608861,0.7807057760576799,0.13913098627209353
trec-covid,4096,balanced_cert,20,0.7931190880409427,0.7713290034298752,0.03580585852128004
trec-covid,4096,balanced_cert,100,0.7931190880409427,0.7713290034298752,0.065561371823411
trec-covid,4096,balanced_zero,20,0.805483884726636,0.7834099897234299,0.039675681647840126
trec-covid,4096,balanced_zero,100,0.805483884726636,0.7834099897234299,0.13986615542526618
trec-covid,4096,blocker_cert,20,0.7931190880409427,0.7713290034298752,0.03608475954359578
trec-covid,4096,blocker_cert,100,0.7931190880409427,0.7713290034298752,0.06815339247274578
trec-covid,4096,blocker_zero,20,0.805483884726636,0.7834099897234299,0.03964591416802183
trec-covid,4096,blocker_zero,100,0.805483884726636,0.7834099897234299,0.13955624570362157
trec-covid,4096,fixed_topL_zero,20,0.805483884726636,0.7834099897234299,0.039675681647840126
trec-covid,4096,fixed_topL_zero,100,0.805483884726636,0.7834099897234299,0.13986615542526618
trec-covid,8192,balanced_cert,20,0.7957165882740095,0.773926503662942,0.037131122192325935
trec-covid,8192,balanced_cert,100,0.7957165882740095,0.773926503662942,0.07161926880429399
trec-covid,8192,balanced_zero,20,0.8058973122973969,0.7836418338678169,0.03958032038984329
trec-covid,8192,balanced_zero,100,0.8058973122973969,0.7836418338678169,0.13964810593698235
trec-covid,8192,blocker_cert,20,0.7991899217009693,0.7773998370899018,0.03735699940192355
trec-covid,8192,blocker_cert,100,0.7991899217009693,0.7773998370899018,0.07410177075832172
trec-covid,8192,blocker_zero,20,0.8058973122973969,0.7836418338678169,0.03958032038984329
trec-covid,8192,blocker_zero,100,0.8058973122973969,0.7836418338678169,0.1393608956212742
trec-covid,8192,fixed_topL_zero,20,0.8058973122973969,0.7836418338678169,0.03958032038984329
trec-covid,8192,fixed_topL_zero,100,0.8058973122973969,0.7836418338678169,0.13964810593698235
trec-covid,10000,balanced_cert,20,0.7991899217009693,0.7773998370899018,0.03735699940192355
trec-covid,10000,balanced_cert,100,0.7991899217009693,0.7773998370899018,0.07488256926961347
trec-covid,10000,balanced_zero,20,0.8059236466499513,0.7836769463378894,0.03954847325608533
trec-covid,10000,balanced_zero,100,0.8059236466499513,0.7836769463378894,0.13953432754821254
trec-covid,10000,blocker_cert,20,0.7991899217009693,0.7773998370899018,0.03735699940192355
trec-covid,10000,blocker_cert,100,0.7991899217009693,0.7773998370899018,0.07488256926961347
trec-covid,10000,blocker_zero,20,0.8059236466499513,0.7836769463378894,0.03954847325608533
trec-covid,10000,blocker_zero,100,0.8059236466499513,0.7836769463378894,0.13953432754821254
trec-covid,10000,fixed_topL_zero,20,0.8059236466499513,0.7836769463378894,0.03954847325608533
trec-covid,10000,fixed_topL_zero,100,0.8059236466499513,0.7836769463378894,0.13953432754821254
