dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
trec-covid-chrono-r3,10000,balanced_zero,100,0.7565126754401282,0.7310519386046861,0.15183461181314326
trec-covid-chrono-r3,10000,blocker_cert,20,0.7509607763500274,0.7259076168595818,0.043637421780418295
trec-covid-chrono-r3,10000,blocker_cert,100,0.7509607763500274,0.7259076168595818,0.09214654227345533
trec-covid-chrono-r3,10000,blocker_zero,20,0.7565126754401282,0.7310519386046861,0.04609685523964838
trec-covid-chrono-r3,10000,blocker_zero,100,0.7565126754401282,0.7310519386046861,0.15183461181314326
trec-covid-chrono-r3,10000,fixed_topL_zero,20,0.7565126754401282,0.7310519386046861,0.04609685523964838
trec-covid-chrono-r3,10000,fixed_topL_zero,100,0.7565126754401282,0.7310519386046861,0.15183461181314326
trec-covid-chrono-r4,128,balanced_cert,20,0.5118936910500074,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,balanced_cert,100,0.5118936910500074,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,balanced_zero,20,0.7736487945109743,0.7512209111645232,0.03147683616412867
trec-covid-chrono-r4,128,balanced_zero,100,0.7736487945109743,0.7512209111645232,0.11204693997972802
trec-covid-chrono-r4,128,blocker_cert,20,0.5118936910500074,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,blocker_cert,100,0.5118936910500074,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,blocker_zero,20,0.7736487945109743,0.7512209111645232,0.03147683616412867
trec-covid-chrono-r4,128,blocker_zero,100,0.7736487945109743,0.7512209111645232,0.11204693997972802
trec-covid-chrono-r4,128,fixed_topL_zero,20,0.7736487945109743,0.7512209111645232,0.03147683616412867
trec-covid-chrono-r4,128,fixed_topL_zero,100,0.7736487945109743,0.7512209111645232,0.11204693997972802
trec-covid-chrono-r4,256,balanced_cert,20,0.6421403635021465,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,balanced_cert,100,0.6421403635021465,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,balanced_zero,20,0.7929741083908555,0.7689855680980833,0.034899395843862285
trec-covid-chrono-r4,256,balanced_zero,100,0.7929741083908555,0.7689855680980833,0.11630912523078814
trec-covid-chrono-r4,256,blocker_cert,20,0.6421403635021465,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,blocker_cert,100,0.6421403635021465,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,blocker_zero,20,0.7929741083908555,0.7689855680980833,0.034899395843862285
trec-covid-chrono-r4,256,blocker_zero,100,0.7929741083908555,0.7689855680980833,0.11630912523078814
trec-covid-chrono-r4,256,fixed_topL_zero,20,0.7929741083908555,0.7689855680980833,0.034899395843862285
