budget,cap,method,actual_reads,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
4096,20,fixed_topL_zero,3759.088802889577,20,0,1,0.973124919000648,0.9912581179350565,0.016398300813593492,0.6177315473192113,0.35012924684965024
4096,100,balanced_cert,4051.6879256965944,55.20544710842314,0,0.9583428079242032,0.9583428079242032,0.9873133505598621,0,0.6150009932231721,0.4378868327238693
4096,100,balanced_zero,4051.6879256965944,100,0,1,0.9786976744186047,0.9927441860465116,0.013302325581395349,0.6177375802194592,0.5213760470246176
4096,100,blocker_cert,4051.6879256965944,57.97674018607851,0,0.9623428079242032,0.9623428079242032,0.9877133505598622,0,0.6150009932231721,0.44387485059067394
4096,100,blocker_zero,4051.6879256965944,100,0,1,0.9786976744186047,0.9927441860465116,0.013302325581395349,0.6177375802194592,0.5213538416444353
4096,100,fixed_topL_zero,3759.088802889577,100,0,1,0.973124919000648,0.9912581179350565,0.016398300813593492,0.6177315473192113,0.5213932684137551
8192,20,balanced_cert,7264.323263157895,19.04170542635659,0,0.9746976744186047,0.9746976744186047,0.9898139534883721,0,0.6155204932697855,0.34589641708521884
8192,20,balanced_zero,7264.323263157895,20,0,1,0.9786976744186047,0.9939441860465116,0.01730232558139535,0.6177932352084654,0.35049169358890975
8192,20,blocker_cert,7264.323263157895,19.109526270456502,0,0.9786976744186047,0.9786976744186047,0.9910139534883721,0,0.6162151599551775,0.34610587021210976
8192,20,blocker_zero,7264.323263157895,20,0,1,0.9786976744186047,0.9939441860465116,0.01730232558139535,0.6177932352084654,0.35049169358890975
8192,20,fixed_topL_zero,7121.819929824562,20,0,1,0.9786976744186047,0.9939441860465116,0.01730232558139535,0.6177932352084654,0.35049169358890975
8192,100,balanced_cert,7264.323263157895,66.98008268733851,0,0.9746976744186047,0.9746976744186047,0.9898139534883721,0,0.6155204932697855,0.4527227795065465
8192,100,balanced_zero,7264.323263157895,100,0,1,0.9786976744186047,0.9939441860465116,0.01730232558139535,0.6177932352084654,0.5213126138991564
8192,100,blocker_cert,7264.323263157895,68.2394091300603,0,0.9786976744186047,0.9786976744186047,0.9910139534883721,0,0.6162151599551775,0.4565729862673896
8192,100,blocker_zero,7264.323263157895,100,0,1,0.9786976744186047,0.9939441860465116,0.01730232558139535,0.6177932352084654,0.5212551718360148
8192,100,fixed_topL_zero,7121.819929824562,100,0,1,0.9786976744186047,0.9939441860465116,0.01730232558139535,0.6177932352084654,0.5213126138991564
10000,20,balanced_cert,8392.039929824561,19.136130921619294,0,0.9786976744186047,0.9786976744186047,0.9923441860465116,0,0.6163883918569575,0.3462120062335252
10000,20,balanced_zero,8392.039929824561,20,0,1,0.9873488372093023,0.9965395348837209,0.012651162790697675,0.6178077594482061,0.3504853241621581
10000,20,blocker_cert,8392.039929824561,19.136130921619294,0,0.9786976744186047,0.9786976744186047,0.9923441860465116,0,0.6163883918569575,0.3462120062335252
10000,20,blocker_zero,8392.039929824561,20,0,1,0.9873488372093023,0.9965395348837209,0.012651162790697675,0.6178077594482061,0.3504853241621581
10000,20,fixed_topL_zero,8392.039929824561,20,0,1,0.9873488372093023,0.9965395348837209,0.012651162790697675,0.6178077594482061,0.3504853241621581
10000,100,balanced_cert,8392.039929824561,68.51588975021534,0,0.9786976744186047,0.9786976744186047,0.9923441860465116,0,0.6163883918569575,0.4570223322879994
10000,100,balanced_zero,8392.039929824561,100,0,1,0.9873488372093023,0.9965395348837209,0.012651162790697675,0.6178077594482061,0.5212898582214024
10000,100,blocker_cert,8392.039929824561,68.51588975021534,0,0.9786976744186047,0.9786976744186047,0.9923441860465116,0,0.6163883918569575,0.4570223322879994
10000,100,blocker_zero,8392.039929824561,100,0,1,0.9873488372093023,0.9965395348837209,0.012651162790697675,0.6178077594482061,0.5212898582214024
10000,100,fixed_topL_zero,8392.039929824561,100,0,1,0.9873488372093023,0.9965395348837209,0.012651162790697675,0.6178077594482061,0.5212898582214024
