dataset,query_id,budget,cap,method,dense_depth,sparse_depth,actual_reads,candidates,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
msmarco-passage-trec-dl-2019,1110199,2048,20,balanced_zero,1024,1024,2048,1757,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,2048,100,balanced_zero,1024,1024,2048,1757,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,2048,20,balanced_cert,1024,1024,2048,1757,15,0,1,1,1.0,0,0.4492665775732898,0.22857142857142856
msmarco-passage-trec-dl-2019,1110199,2048,100,balanced_cert,1024,1024,2048,1757,15,0,1,1,1.0,0,0.4492665775732898,0.22857142857142856
msmarco-passage-trec-dl-2019,1110199,2048,20,blocker_zero,704,1344,2048,1783,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,2048,100,blocker_zero,704,1344,2048,1783,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,2048,20,blocker_cert,704,1344,2048,1783,15,0,1,1,1.0,0,0.4492665775732898,0.22857142857142856
msmarco-passage-trec-dl-2019,1110199,2048,100,blocker_cert,704,1344,2048,1783,15,0,1,1,1.0,0,0.4492665775732898,0.22857142857142856
msmarco-passage-trec-dl-2019,1110199,4096,20,fixed_topL_zero,2048,2048,4096,3372,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,4096,100,fixed_topL_zero,2048,2048,4096,3372,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,4096,20,balanced_zero,2048,2048,4096,3372,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,4096,100,balanced_zero,2048,2048,4096,3372,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,4096,20,balanced_cert,2048,2048,4096,3372,17,0,1,1,1.0,0,0.4492665775732898,0.2571428571428571
msmarco-passage-trec-dl-2019,1110199,4096,100,balanced_cert,2048,2048,4096,3372,17,0,1,1,1.0,0,0.4492665775732898,0.2571428571428571
msmarco-passage-trec-dl-2019,1110199,4096,20,blocker_zero,1152,2944,4096,3465,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,4096,100,blocker_zero,1152,2944,4096,3465,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
