dataset,query_id,policy,work_budget,dense_depth,sparse_depth,actual_work,dense_work_share,absolute_depth_gap,certified_k_cap100,certified_at_least_100,next_certificate_gap,seen_candidates,returned_ndcg_at10,full_ndcg_at10,ndcg_retention,returned_recall_at100,full_recall_at100,recall_retention
trec-covid-chrono-r1,5,blocker,8192,4544,3648,8192,0.5546875,896,59,0,-0.00015122070908546448,6025,0.9510907186004267,0.9510907186004267,1.0,0.1862348178137652,0.29959514170040485,0.6216216216216217
trec-covid-chrono-r1,5,blocker,10000,5000,5000,10000,0.5,0,59,0,-0.00013164710253477097,7305,0.9510907186004267,0.9510907186004267,1.0,0.1862348178137652,0.29959514170040485,0.6216216216216217
trec-covid-chrono-r1,6,balanced,128,64,64,128,0.5,0,3,0,-0.0001987908035516739,121,0.46900009332067477,0.8926382747840401,0.5254088991805129,0.007832898172323759,0.1462140992167102,0.05357142857142856
trec-covid-chrono-r1,6,balanced,256,128,128,256,0.5,0,7,0,-0.00015759095549583435,234,0.737501523496848,0.8926382747840401,0.8262042356129923,0.018276762402088774,0.1462140992167102,0.125
trec-covid-chrono-r1,6,balanced,512,256,256,512,0.5,0,10,0,-0.0006794910877943039,452,0.8926382747840401,0.8926382747840401,1.0,0.02610966057441253,0.1462140992167102,0.17857142857142855
trec-covid-chrono-r1,6,balanced,1024,512,512,1024,0.5,0,14,0,-5.854293704032898e-05,893,0.8926382747840401,0.8926382747840401,1.0,0.033942558746736295,0.1462140992167102,0.23214285714285715
trec-covid-chrono-r1,6,balanced,2048,1024,1024,2048,0.5,0,17,0,-9.576603770256042e-05,1702,0.8926382747840401,0.8926382747840401,1.0,0.0391644908616188,0.1462140992167102,0.26785714285714285
trec-covid-chrono-r1,6,balanced,4096,2048,2048,4096,0.5,0,31,0,-0.00012168101966381073,3164,0.8926382747840401,0.8926382747840401,1.0,0.06266318537859007,0.1462140992167102,0.4285714285714285
trec-covid-chrono-r1,6,balanced,8192,4096,4096,8192,0.5,0,52,0,-0.00011290889233350754,5942,0.8926382747840401,0.8926382747840401,1.0,0.09399477806788512,0.1462140992167102,0.6428571428571428
trec-covid-chrono-r1,6,balanced,10000,5000,5000,10000,0.5,0,52,0,-6.99218362569809e-05,7119,0.8926382747840401,0.8926382747840401,1.0,0.09399477806788512,0.1462140992167102,0.6428571428571428
trec-covid-chrono-r1,6,blocker,128,64,64,128,0.5,0,3,0,-0.0001987908035516739,121,0.46900009332067477,0.8926382747840401,0.5254088991805129,0.007832898172323759,0.1462140992167102,0.05357142857142856
trec-covid-chrono-r1,6,blocker,256,128,128,256,0.5,0,7,0,-0.00015759095549583435,234,0.737501523496848,0.8926382747840401,0.8262042356129923,0.018276762402088774,0.1462140992167102,0.125
trec-covid-chrono-r1,6,blocker,512,256,256,512,0.5,0,10,0,-0.0006794910877943039,452,0.8926382747840401,0.8926382747840401,1.0,0.02610966057441253,0.1462140992167102,0.17857142857142855
trec-covid-chrono-r1,6,blocker,1024,512,512,1024,0.5,0,14,0,-5.854293704032898e-05,893,0.8926382747840401,0.8926382747840401,1.0,0.033942558746736295,0.1462140992167102,0.23214285714285715
trec-covid-chrono-r1,6,blocker,2048,1024,1024,2048,0.5,0,17,0,-9.576603770256042e-05,1702,0.8926382747840401,0.8926382747840401,1.0,0.0391644908616188,0.1462140992167102,0.26785714285714285
trec-covid-chrono-r1,6,blocker,4096,1600,2496,4096,0.390625,896,31,0,-3.853440284729004e-05,3263,0.8926382747840401,0.8926382747840401,1.0,0.06266318537859007,0.1462140992167102,0.4285714285714285
trec-covid-chrono-r1,6,blocker,8192,3192,5000,8192,0.3896484375,1808,52,0,-6.99218362569809e-05,5944,0.8926382747840401,0.8926382747840401,1.0,0.09399477806788512,0.1462140992167102,0.6428571428571428
trec-covid-chrono-r1,6,blocker,10000,5000,5000,10000,0.5,0,52,0,-6.99218362569809e-05,7119,0.8926382747840401,0.8926382747840401,1.0,0.09399477806788512,0.1462140992167102,0.6428571428571428
trec-covid-chrono-r1,7,balanced,128,64,64,128,0.5,0,9,0,-0.00041812658309936523,110,0.8701249883466592,0.8701249883466592,1.0,0.0784313725490196,0.4215686274509804,0.18604651162790697
