dataset,budget,cap,method,queries,actual_reads,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
trec-covid-chrono-r5,2048,20,balanced_cert,30,2048,14.833333333333334,0,0.7666666666666667,0.7666666666666667,0.91,0,0.7565454082794673,0.02727853984079071
trec-covid-chrono-r5,2048,20,balanced_zero,30,2048,20,0,1,0.9,0.9666666666666667,0.06666666666666667,0.7750400017626001,0.03199852406213144
trec-covid-chrono-r5,2048,20,blocker_cert,30,2048,15.1,0,0.7666666666666667,0.7666666666666667,0.9166666666666666,0,0.758990872349446,0.027618258504965836
trec-covid-chrono-r5,2048,20,blocker_zero,30,2048,20,0,1,0.9333333333333333,0.97,0.03333333333333333,0.7794044688008491,0.03196152813168379
trec-covid-chrono-r5,2048,20,fixed_topL_zero,30,2048,20,0,1,0.9,0.9666666666666667,0.06666666666666667,0.7750400017626001,0.03199852406213144
trec-covid-chrono-r5,2048,100,balanced_cert,30,2048,21.666666666666668,0,0.7666666666666667,0.7666666666666667,0.91,0,0.7565454082794673,0.03784278757935724
trec-covid-chrono-r5,2048,100,balanced_zero,30,2048,100,0,1,0.9,0.9666666666666667,0.06666666666666667,0.7750400017626001,0.1102202757076157
trec-covid-chrono-r5,2048,100,blocker_cert,30,2048,23.1,0,0.7666666666666667,0.7666666666666667,0.9166666666666666,0,0.758990872349446,0.03960312123113435
trec-covid-chrono-r5,2048,100,blocker_zero,30,2048,100,0,1,0.9333333333333333,0.97,0.03333333333333333,0.7794044688008491,0.11030100071813176
trec-covid-chrono-r5,2048,100,fixed_topL_zero,30,2048,100,0,1,0.9,0.9666666666666667,0.06666666666666667,0.7750400017626001,0.1102202757076157
trec-covid-chrono-r5,4096,20,balanced_cert,30,4096,16.2,0,0.8333333333333334,0.8333333333333334,0.9433333333333334,0,0.7626424021496293,0.028790069279865858
trec-covid-chrono-r5,4096,20,balanced_zero,30,4096,20,0,1,0.9333333333333333,0.9733333333333334,0.06666666666666667,0.7786622711710565,0.03213861382281741
trec-covid-chrono-r5,4096,20,blocker_cert,30,4096,16.366666666666667,0,0.8333333333333334,0.8333333333333334,0.9466666666666667,0,0.765087866219608,0.02895226402876386
trec-covid-chrono-r5,4096,20,blocker_zero,30,4096,20,0,1,0.9333333333333333,0.98,0.06666666666666667,0.7791708551303728,0.03199852406213144
trec-covid-chrono-r5,4096,20,fixed_topL_zero,30,4096,20,0,1,0.9333333333333333,0.9733333333333334,0.06666666666666667,0.7786622711710565,0.03213861382281741
trec-covid-chrono-r5,4096,100,balanced_cert,30,4096,27.633333333333333,0,0.8333333333333334,0.8333333333333334,0.9433333333333334,0,0.7626424021496293,0.044681176473424226
trec-covid-chrono-r5,4096,100,balanced_zero,30,4096,100,0,1,0.9333333333333333,0.9733333333333334,0.06666666666666667,0.7786622711710565,0.11049153235547517
trec-covid-chrono-r5,4096,100,blocker_cert,30,4096,30,0,0.8333333333333334,0.8333333333333334,0.9466666666666667,0,0.765087866219608,0.048149628450885024
trec-covid-chrono-r5,4096,100,blocker_zero,30,4096,100,0,1,0.9333333333333333,0.98,0.06666666666666667,0.7791708551303728,0.10986175459056044
trec-covid-chrono-r5,4096,100,fixed_topL_zero,30,4096,100,0,1,0.9333333333333333,0.9733333333333334,0.06666666666666667,0.7786622711710565,0.11049153235547517
trec-covid-chrono-r5,8192,20,balanced_cert,30,8192,17.4,0,0.9,0.9,0.9566666666666667,0,0.7672085591595731,0.030244505455749002
trec-covid-chrono-r5,8192,20,balanced_zero,30,8192,20,0,1,0.9333333333333333,0.9766666666666667,0.06666666666666667,0.7789838279374054,0.032098549720253305
trec-covid-chrono-r5,8192,20,blocker_cert,30,8192,18,0,0.9333333333333333,0.9333333333333333,0.9666666666666667,0,0.7679800171810928,0.03064226287247661
trec-covid-chrono-r5,8192,20,blocker_zero,30,8192,20,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.032098549720253305
trec-covid-chrono-r5,8192,20,fixed_topL_zero,30,8192,20,0,1,0.9333333333333333,0.9766666666666667,0.06666666666666667,0.7789838279374054,0.032098549720253305
trec-covid-chrono-r5,8192,100,balanced_cert,30,8192,33.96666666666667,0,0.9,0.9,0.9566666666666667,0,0.7672085591595731,0.05241968359279927
trec-covid-chrono-r5,8192,100,balanced_zero,30,8192,100,0,1,0.9333333333333333,0.9766666666666667,0.06666666666666667,0.7789838279374054,0.1103250991319528
trec-covid-chrono-r5,8192,100,blocker_cert,30,8192,35.833333333333336,0,0.9333333333333333,0.9333333333333333,0.9666666666666667,0,0.7679800171810928,0.054471663740040845
trec-covid-chrono-r5,8192,100,blocker_zero,30,8192,100,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.11020299900985268
trec-covid-chrono-r5,8192,100,fixed_topL_zero,30,8192,100,0,1,0.9333333333333333,0.9766666666666667,0.06666666666666667,0.7789838279374054,0.1103250991319528
trec-covid-chrono-r5,10000,20,balanced_cert,30,10000,18.066666666666666,0,0.9333333333333333,0.9333333333333333,0.9666666666666667,0,0.7679800171810928,0.0306757974130534
trec-covid-chrono-r5,10000,20,balanced_zero,30,10000,20,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.032098549720253305
trec-covid-chrono-r5,10000,20,blocker_cert,30,10000,18.066666666666666,0,0.9333333333333333,0.9333333333333333,0.9666666666666667,0,0.7679800171810928,0.0306757974130534
trec-covid-chrono-r5,10000,20,blocker_zero,30,10000,20,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.032098549720253305
trec-covid-chrono-r5,10000,20,fixed_topL_zero,30,10000,20,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.032098549720253305
trec-covid-chrono-r5,10000,100,balanced_cert,30,10000,36.266666666666666,0,0.9333333333333333,0.9333333333333333,0.9666666666666667,0,0.7679800171810928,0.05489735514336273
trec-covid-chrono-r5,10000,100,balanced_zero,30,10000,100,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.11036516323451691
trec-covid-chrono-r5,10000,100,blocker_cert,30,10000,36.266666666666666,0,0.9333333333333333,0.9333333333333333,0.9666666666666667,0,0.7679800171810928,0.05489735514336273
trec-covid-chrono-r5,10000,100,blocker_zero,30,10000,100,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.11036516323451691
trec-covid-chrono-r5,10000,100,fixed_topL_zero,30,10000,100,0,1,0.9666666666666667,0.9866666666666667,0.03333333333333333,0.7790191279205431,0.11036516323451691
